"Canon","Sony","Nikon","Panasonic","Pixels","Zoom","Video","Swivel","Wifi","Price"
2.75363035416578,3.09625958662739,2.89189705162855,3.0518192736641,1.06046589429721,1.07002315098956,0.917929813642952,0.795600841168552,1.10470177836507,1.37537926517064
2.22691814711139,2.33232754969898,2.18998015620056,2.17102647545964,1.1992742790687,0.963360358170621,0.770108043181058,0.860281267167261,0.878312315889031,0.766266309099383
2.6149556794449,2.43035459823509,2.58291768719163,2.47754632231365,1.02412523007226,1.02336439375777,0.830353408618815,0.918891823171067,0.972418626729577,1.00143798779176
2.56826264369964,2.73321902030276,2.51279927342576,2.63687213833773,0.86495076390552,0.80929682889578,0.87072118889185,0.788924310375758,0.711351040072037,0.543709420998342
2.60719278250634,2.7290607451973,2.60644264437657,2.7304200450886,0.971863875371123,0.973850532833249,0.872136032583538,0.95039840776548,0.902578596221344,0.607528765039783
3.31425842497913,3.4743077259903,3.41058557042032,3.2610378530109,1.18911481086704,1.2622717199245,1.01709489727835,1.14369160662406,1.13924647219907,1.61504559667893
2.81125811077596,2.7671239072022,2.94976276461736,2.76480636876185,1.22505092149772,1.19056024261379,1.06944444628627,0.982164144263279,1.11062776394528,1.29796913554687
2.62960934462332,2.66889690978157,2.65883985449837,2.55809274341677,0.839931535237722,1.03617744384154,1.04077262076068,0.874802130791164,0.866675952372111,0.544278473358175
2.7510601124751,2.8860244826712,2.71188254383992,2.90209671121461,0.856990939406094,0.788639758992742,0.880390947273013,0.869141520972231,0.665914585908142,0.531142697590909
2.26216118875239,2.49148232192958,2.41803169506611,2.36051037422644,1.03937363707213,1.15149691889805,0.935469712673124,1.01494806992159,1.10605325345728,1.08415756439002
2.38178906329202,2.54700026804882,2.3645967150737,2.45230503662064,0.800610334871431,0.93538023154807,0.854730443011441,0.720098159962127,0.93280381965263,0.578376157806263
1.91881568315699,1.725491261719,1.80722724477876,1.83288130424601,1.0577335277628,1.03194739899492,0.829641911089291,0.817216716364607,1.04230913922365,1.01358796357905
2.67164081816228,2.66032954097485,2.78742752276149,2.85593539331758,0.812611609525214,0.842173518022887,0.69547685767319,0.694567241249556,0.781744816760819,0.534018363010563
2.57986785894391,2.71425553679774,2.42153325789564,2.57922323559349,0.984259834607869,1.02183961220521,0.865519182822727,0.921757429987626,1.0859612501419,1.34385686239995
2.52038948385209,2.50890682843371,2.51788531509477,2.41121463141728,0.886698006280529,0.966924817553338,0.92415686527222,0.880301806464079,0.973813021924172,0.775909874731463
2.44992412802599,2.52359434597501,2.50962999228515,2.39357421588652,0.88641418869344,0.977246792905642,0.913397283932907,0.893266175596682,0.91578274010535,0.982656557188568
1.91746152178737,2.12748510320739,2.02244758587557,2.07254510600588,0.991453024147599,0.992717217434157,0.831740555900858,0.91304189294202,0.956481854432812,0.878082553097358
1.56937037963775,1.69335708916193,1.64943350729599,1.56157472750245,0.90840180864022,0.961583577562177,0.824727895307287,0.75119932716534,0.811773174411639,0.99431290621632
2.67403691105942,2.67371928125544,2.53641548532457,2.65940879191671,1.27864594748874,1.10112003533736,0.977093470066782,1.0545530019867,1.19400287446898,1.89007663954213
1.9876700604741,2.06924548492454,2.13478498047301,2.10451975753459,1.06710384368695,0.939401590099857,0.897163495579954,0.998388419143568,0.934355946276405,0.619491756121775
2.95443870142546,3.002688970095,2.89091684008394,2.79115274740785,1.30309366798708,1.18241555654443,1.04185948338095,0.982558933384707,1.07689722797052,1.17880279710145
2.30976621993006,2.54276953440602,2.38996055663078,2.56318739822102,1.20988467584758,1.16076559029735,1.0612387587239,1.15437159970288,1.10749433770185,1.7607195714857
1.81895763312782,1.78652651874238,1.8226402904829,1.79600727626077,0.921630946646128,0.855271428246884,0.821798322697656,0.91401183882368,0.780139771057203,0.801453684492841
2.76357452773674,3.00895658209213,2.88135397869345,2.86489438742977,1.30697307989628,1.28986898247476,1.22000291562605,1.10597815724696,1.18236771683642,1.47004884689937
2.47060143706305,2.67399149495309,2.61732669747576,2.50923730126773,0.880960229663243,0.893854883701687,0.879500518879904,0.860407324462209,0.943314907555296,0.69095097040701
2.30351000816533,2.46046270010332,2.41775398679016,2.16499417962701,0.995716764295478,1.15970687841578,0.984598921568526,0.975065332594603,1.08769368428115,1.46728926087689
2.75140268072277,2.79992186460813,2.7520986514345,2.81771575481515,0.966050198328918,0.890589348330766,0.795484350103095,0.813861887766245,0.987076958057099,0.712789622483687
2.75509145308098,2.6566065017579,2.76104683291998,2.85088380970406,1.11299919408621,0.95512311725445,0.882539799728615,0.889655372704314,0.836176677187425,0.748921038811681
1.84898041196808,2.03645849092108,2.05007134945145,1.91703626382897,1.07523933604592,0.989338602488335,0.859058406078839,0.901575291466103,0.974083032653651,0.975168763919076
2.41813163501306,2.61688444090293,2.51747732055096,2.52861770707455,0.960685068814398,0.727782535120592,0.800706168139824,0.768045821440734,0.825907285907903,0.503432519846684
2.5799786008464,2.65608427869582,2.59943363497942,2.62110285289837,0.769483164208244,0.864257844400255,0.741586871941831,0.762900888269681,0.787968452603493,0.61423479473472
2.51515633801271,2.58261596389877,2.57054301742572,2.50466867427794,0.829285191034982,0.762213225004139,0.87942023717717,0.807536797661462,0.763176280802064,0.667364545165918
